state,county,year,births,birthrate,fertilityrate
Alabama,"Baldwin County, AL",2016,2247,10.77,61.3
Alabama,"Baldwin County, AL",2017,2322,10.92,62.42
Alabama,"Baldwin County, AL",2018,2290,,
Alabama,"Baldwin County, AL",2019,2329,,
Alabama,"Baldwin County, AL",,9188,21.81,124.41
Alabama,"Calhoun County, AL",2016,1357,11.84,60.91
Alabama,"Calhoun County, AL",2017,1338,11.66,60.01
Alabama,"Calhoun County, AL",2018,1265,,
Alabama,"Calhoun County, AL",2019,1383,,
Alabama,"Calhoun County, AL",,5343,23.3,119.87
Alabama,"Etowah County, AL",2016,1214,11.84,63.76
Alabama,"Etowah County, AL",2017,1213,11.8,63.97
Alabama,"Etowah County, AL",2018,1191,,
Alabama,"Etowah County, AL",2019,1236,,
Alabama,"Etowah County, AL",,4854,23.64,127.73
Alabama,"Houston County, AL",2016,1333,12.81,66.12
Alabama,"Houston County, AL",2017,1295,12.41,64.46
Alabama,"Houston County, AL",2018,1368,,
Alabama,"Houston County, AL",2019,1336,,
Alabama,"Houston County, AL",,5332,25.59,132.47
Alabama,"Jefferson County, AL",2016,8655,13.12,63.86
Alabama,"Jefferson County, AL",2017,8706,13.21,64.09
Alabama,"Jefferson County, AL",2018,8437,,
Alabama,"Jefferson County, AL",2019,8481,,
Alabama,"Jefferson County, AL",,34279,25.99,126.32
Alabama,"Lee County, AL",2016,1898,11.94,48.63
Alabama,"Lee County, AL",2017,1898,11.74,48.43
Alabama,"Lee County, AL",2018,1810,,
Alabama,"Lee County, AL",2019,1879,,
Alabama,"Lee County, AL",,7485,23.35,95.7
Alabama,"Madison County, AL",2016,4228,11.84,59.62
Alabama,"Madison County, AL",2017,4253,11.78,59.64
Alabama,"Madison County, AL",2018,4262,,
Alabama,"Madison County, AL",2019,4260,,
Alabama,"Madison County, AL",,17003,23.68,119.55
Alabama,"Mobile County, AL",2016,5504,13.27,65.87
Alabama,"Mobile County, AL",2017,5607,13.54,67.39
Alabama,"Mobile County, AL",2018,5549,,
Alabama,"Mobile County, AL",2019,5372,,
Alabama,"Mobile County, AL",,22032,26.58,132.11
Alabama,"Montgomery County, AL",2016,3139,13.87,65.31
Alabama,"Montgomery County, AL",2017,3172,14,66.37
Alabama,"Montgomery County, AL",2018,3139,,
Alabama,"Montgomery County, AL",2019,3167,,
Alabama,"Montgomery County, AL",,12617,27.85,131.63
Alabama,"Morgan County, AL",2016,1470,12.35,68.26
Alabama,"Morgan County, AL",2017,1435,12.08,67.23
Alabama,"Morgan County, AL",2018,1432,,
Alabama,"Morgan County, AL",2019,1435,,
Alabama,"Morgan County, AL",,5772,24.27,134.61
Alabama,"Shelby County, AL",2016,2387,11.33,57.01
Alabama,"Shelby County, AL",2017,2283,10.69,54.5
Alabama,"Shelby County, AL",2018,2250,,
Alabama,"Shelby County, AL",2019,2206,,
Alabama,"Shelby County, AL",,9126,21.51,108.95
Alabama,"Tuscaloosa County, AL",2016,2591,12.57,51.74
Alabama,"Tuscaloosa County, AL",2017,2538,12.21,50.91
Alabama,"Tuscaloosa County, AL",2018,2406,,
Alabama,"Tuscaloosa County, AL",2019,2630,,
Alabama,"Tuscaloosa County, AL",,10165,24.56,101.72
Alabama,"Unidentified Counties, AL",2016,23128,11.67,63.52
Alabama,"Unidentified Counties, AL",2017,22881,11.57,63.39
Alabama,"Unidentified Counties, AL",2018,22362,4.57,23.57
Alabama,"Unidentified Counties, AL",2019,22901,4.67,24.12
Alabama,"Unidentified Counties, AL",,91272,6.64,34.79
Alabama,,,234468,12.01,61.69
Alaska,"Anchorage Borough, AK",2016,4518,15.15,71.19
Alaska,"Anchorage Borough, AK",2017,4136,14.05,66.3
Alaska,"Anchorage Borough, AK",2018,3975,,
Alaska,"Anchorage Borough, AK",2019,3945,,
Alaska,"Anchorage Borough, AK",,16574,27.97,131.7
Alaska,"Unidentified Counties, AK",2016,6691,15.08,79.74
Alaska,"Unidentified Counties, AK",2017,6309,14.16,75.39
Alaska,"Unidentified Counties, AK",2018,6111,8.29,41.97
Alaska,"Unidentified Counties, AK",2019,5877,8.03,40.73
Alaska,"Unidentified Counties, AK",,24988,10.6,54.62
Alaska,,,41562,14.09,71.25
Arizona,"Cochise County, AZ",2016,1529,12.16,75.22
Arizona,"Cochise County, AZ",2017,1335,10.7,66.24
Arizona,"Cochise County, AZ",2018,1354,,
Arizona,"Cochise County, AZ",2019,1341,,
Arizona,"Cochise County, AZ",,5559,22.19,137.32
Arizona,"Coconino County, AZ",2016,1612,11.44,47.07
Arizona,"Coconino County, AZ",2017,1508,10.71,43.91
Arizona,"Coconino County, AZ",2018,1506,,
Arizona,"Coconino County, AZ",2019,1369,,
Arizona,"Coconino County, AZ",,5995,21.28,87.41
Arizona,"Maricopa County, AZ",2016,54126,12.76,63.27
Arizona,"Maricopa County, AZ",2017,52633,12.22,60.72
Arizona,"Maricopa County, AZ",2018,51854,,
Arizona,"Maricopa County, AZ",2019,51165,,
Arizona,"Maricopa County, AZ",,209778,24.54,121.8
Arizona,"Mohave County, AZ",2016,1802,8.78,64.37
Arizona,"Mohave County, AZ",2017,1753,8.46,62.54
Arizona,"Mohave County, AZ",2018,1796,,
Arizona,"Mohave County, AZ",2019,1733,,
Arizona,"Mohave County, AZ",,7084,17.18,126.44
Arizona,"Navajo County, AZ",2016,1497,13.61,79.75
Arizona,"Navajo County, AZ",2017,1508,13.84,81.21
Arizona,"Navajo County, AZ",2018,1381,,
Arizona,"Navajo County, AZ",2019,1359,,
Arizona,"Navajo County, AZ",,5745,26.24,153.86
Arizona,"Pima County, AZ",2016,11421,11.24,58.37
Arizona,"Pima County, AZ",2017,10983,10.74,55.53
Arizona,"Pima County, AZ",2018,10671,,
Arizona,"Pima County, AZ",2019,10379,,
Arizona,"Pima County, AZ",,43454,21.31,110.45
Arizona,"Pinal County, AZ",2016,4470,10.68,63.63
Arizona,"Pinal County, AZ",2017,4392,10.21,60.92
Arizona,"Pinal County, AZ",2018,4498,,
Arizona,"Pinal County, AZ",2019,4505,,
Arizona,"Pinal County, AZ",,17865,21.05,125.5
Arizona,"Yavapai County, AZ",2016,1868,8.28,62.32
Arizona,"Yavapai County, AZ",2017,1798,7.88,59.54
Arizona,"Yavapai County, AZ",2018,1772,,
Arizona,"Yavapai County, AZ",2019,1806,,
Arizona,"Yavapai County, AZ",,7244,15.97,120.38
Arizona,"Yuma County, AZ",2016,3007,14.62,81.16
Arizona,"Yuma County, AZ",2017,2960,14.26,78.85
Arizona,"Yuma County, AZ",2018,3034,,
Arizona,"Yuma County, AZ",2019,2952,,
Arizona,"Yuma County, AZ",,11953,28.93,160.25
Arizona,"Unidentified Counties, AZ",2016,3188,13.27,78.51
Arizona,"Unidentified Counties, AZ",2017,3002,12.57,74.61
Arizona,"Unidentified Counties, AZ",2018,2857,0.4,2.07
Arizona,"Unidentified Counties, AZ",2019,2766,0.38,1.98
Arizona,"Unidentified Counties, AZ",,11813,0.79,4.14
Arizona,,,326490,11.5,59.88
Arkansas,"Benton County, AR",2016,3622,14.02,68.52
Arkansas,"Benton County, AR",2017,3713,13.94,68.09
Arkansas,"Benton County, AR",2018,3778,,
Arkansas,"Benton County, AR",2019,3519,,
Arkansas,"Benton County, AR",,14632,27.89,136.25
Arkansas,"Faulkner County, AR",2016,1534,12.55,53.57
Arkansas,"Faulkner County, AR",2017,1545,12.49,53.52
Arkansas,"Faulkner County, AR",2018,1467,,
Arkansas,"Faulkner County, AR",2019,1513,,
Arkansas,"Faulkner County, AR",,6059,24.64,105.37
Arkansas,"Pulaski County, AR",2016,5348,13.6,66.02
Arkansas,"Pulaski County, AR",2017,5259,13.35,65.09
Arkansas,"Pulaski County, AR",2018,5123,,
Arkansas,"Pulaski County, AR",2019,5183,,
Arkansas,"Pulaski County, AR",,20913,26.57,129.24
Arkansas,"Saline County, AR",2016,1326,11.17,59.18
Arkansas,"Saline County, AR",2017,1275,10.69,56.23
Arkansas,"Saline County, AR",2018,1339,,
Arkansas,"Saline County, AR",2019,1372,,
Arkansas,"Saline County, AR",,5312,22.32,117.83
Arkansas,"Sebastian County, AR",2016,1721,13.47,68.87
Arkansas,"Sebastian County, AR",2017,1828,14.27,73.35
Arkansas,"Sebastian County, AR",2018,1662,,
Arkansas,"Sebastian County, AR",2019,1670,,
Arkansas,"Sebastian County, AR",,6881,26.89,137.86
Arkansas,"Washington County, AR",2016,3280,14.38,62.78
Arkansas,"Washington County, AR",2017,3199,13.79,60.5
Arkansas,"Washington County, AR",2018,3227,,
Arkansas,"Washington County, AR",2019,3174,,
Arkansas,"Washington County, AR",,12880,28,122.53
Arkansas,"Unidentified Counties, AR",2016,21443,12.32,68.16
Arkansas,"Unidentified Counties, AR",2017,20701,11.89,66.18
Arkansas,"Unidentified Counties, AR",2018,20422,6.78,35.33
Arkansas,"Unidentified Counties, AR",2019,20133,6.67,34.81
Arkansas,"Unidentified Counties, AR",,82699,8.69,46.36
Arkansas,,,149376,12.42,64.65
California,"Alameda County, CA",2016,19573,11.88,54.71
California,"Alameda County, CA",2017,18888,11.36,52.47
California,"Alameda County, CA",2018,18240,,
California,"Alameda County, CA",2019,18212,,
California,"Alameda County, CA",,74913,22.63,104.38
California,"Butte County, CA",2016,2490,10.98,54.56
California,"Butte County, CA",2017,2386,10.41,51.46
California,"Butte County, CA",2018,2430,,
California,"Butte County, CA",2019,2154,,
California,"Butte County, CA",,9460,20.74,102.82
California,"Contra Costa County, CA",2016,12340,10.87,56.54
California,"Contra Costa County, CA",2017,12180,10.61,55.13
California,"Contra Costa County, CA",2018,12002,,
California,"Contra Costa County, CA",2019,11729,,
California,"Contra Costa County, CA",,48251,21.14,109.86
California,"El Dorado County, CA",2016,1601,8.62,54.7
California,"El Dorado County, CA",2017,1570,8.31,52.91
California,"El Dorado County, CA",2018,1674,,
California,"El Dorado County, CA",2019,1524,,
California,"El Dorado County, CA",,6369,17,108.06
California,"Fresno County, CA",2016,15129,15.44,74.41
California,"Fresno County, CA",2017,14541,14.7,70.75
California,"Fresno County, CA",2018,14465,,
California,"Fresno County, CA",2019,14057,,
California,"Fresno County, CA",,58192,29.55,142.34
California,"Humboldt County, CA",2016,1482,10.85,52.65
California,"Humboldt County, CA",2017,1372,10.03,48.46
California,"Humboldt County, CA",2018,1364,,
California,"Humboldt County, CA",2019,1417,,
California,"Humboldt County, CA",,5635,20.61,99.8
California,"Imperial County, CA",2016,2939,16.25,85.78
California,"Imperial County, CA",2017,2894,15.83,83.96
California,"Imperial County, CA",2018,2629,,
California,"Imperial County, CA",2019,2533,,
California,"Imperial County, CA",,10995,30.23,159.97
California,"Kern County, CA",2016,13728,15.52,76.91
California,"Kern County, CA",2017,13326,14.92,74.06
California,"Kern County, CA",2018,12916,,
California,"Kern County, CA",2019,12765,,
California,"Kern County, CA",,52735,29.66,147.14
California,"Kings County, CA",2016,2248,15.01,78.97
California,"Kings County, CA",2017,2373,15.81,82.5
California,"Kings County, CA",2018,2262,,
California,"Kings County, CA",2019,2115,,
California,"Kings County, CA",,8998,30,157.23
California,"Los Angeles County, CA",2016,123092,12.14,56.64
California,"Los Angeles County, CA",2017,116950,11.51,53.91
California,"Los Angeles County, CA",2018,110271,,
California,"Los Angeles County, CA",2019,107231,,
California,"Los Angeles County, CA",,457544,22.54,105.37
California,"Madera County, CA",2016,2355,15.22,72.04
California,"Madera County, CA",2017,2120,13.51,63.64
California,"Madera County, CA",2018,2079,,
California,"Madera County, CA",2019,2045,,
California,"Madera County, CA",,8599,27.6,130.29
California,"Marin County, CA",2016,2252,8.64,56.95
California,"Marin County, CA",2017,2237,8.57,57.15
California,"Marin County, CA",2018,2127,,
California,"Marin County, CA",2019,2071,,
California,"Marin County, CA",,8687,16.65,110.4
California,"Merced County, CA",2016,4117,15.32,73.75
California,"Merced County, CA",2017,4202,15.41,74.33
California,"Merced County, CA",2018,3875,,
California,"Merced County, CA",2019,3806,,
California,"Merced County, CA",,16000,29.56,142.4
California,"Monterey County, CA",2016,6219,14.29,72.04
California,"Monterey County, CA",2017,5810,13.27,67.17
California,"Monterey County, CA",2018,5895,,
California,"Monterey County, CA",2019,5846,,
California,"Monterey County, CA",,23770,27.22,137.54
California,"Napa County, CA",2016,1406,9.89,53.66
California,"Napa County, CA",2017,1291,9.16,49.78
California,"Napa County, CA",2018,1204,,
California,"Napa County, CA",2019,1279,,
California,"Napa County, CA",,5180,18.29,99.36
California,"Orange County, CA",2016,38106,12.01,59.44
California,"Orange County, CA",2017,37369,11.71,58.24
California,"Orange County, CA",2018,35679,,
California,"Orange County, CA",2019,35052,,
California,"Orange County, CA",,146206,22.98,113.99
California,"Placer County, CA",2016,3732,9.81,55.93
California,"Placer County, CA",2017,3689,9.55,54.43
California,"Placer County, CA",2018,3663,,
California,"Placer County, CA",2019,3658,,
California,"Placer County, CA",,14742,19.23,109.61
California,"Riverside County, CA",2016,30661,12.84,63.3
California,"Riverside County, CA",2017,29857,12.32,60.88
California,"Riverside County, CA",2018,28725,,
California,"Riverside County, CA",2019,28026,,
California,"Riverside County, CA",,117269,24.38,120.29
California,"Sacramento County, CA",2016,19588,12.93,62.78
California,"Sacramento County, CA",2017,19202,12.55,60.78
California,"Sacramento County, CA",2018,19102,,
California,"Sacramento County, CA",2019,19089,,
California,"Sacramento County, CA",,76981,25.28,122.59
California,"San Bernardino County, CA",2016,31032,14.5,68.56
California,"San Bernardino County, CA",2017,29643,13.74,65.12
California,"San Bernardino County, CA",2018,28994,,
California,"San Bernardino County, CA",2019,28656,,
California,"San Bernardino County, CA",,118325,27.53,130.34
California,"San Diego County, CA",2016,42720,12.88,61.88
California,"San Diego County, CA",2017,41230,12.35,59.44
California,"San Diego County, CA",2018,40070,,
California,"San Diego County, CA",2019,38540,,
California,"San Diego County, CA",,162560,24.43,117.46
California,"San Francisco County, CA",2016,9062,10.41,44.43
California,"San Francisco County, CA",2017,8947,10.12,43.32
California,"San Francisco County, CA",2018,8697,,
California,"San Francisco County, CA",2019,8438,,
California,"San Francisco County, CA",,35144,20.02,85.62
California,"San Joaquin County, CA",2016,10268,13.99,69.28
California,"San Joaquin County, CA",2017,9928,13.32,65.83
California,"San Joaquin County, CA",2018,9841,,
California,"San Joaquin County, CA",2019,10009,,
California,"San Joaquin County, CA",,40046,27.07,133.93
California,"San Luis Obispo County, CA",2016,2581,9.12,48.3
California,"San Luis Obispo County, CA",2017,2550,9,47.55
California,"San Luis Obispo County, CA",2018,2445,,
California,"San Luis Obispo County, CA",2019,2447,,
California,"San Luis Obispo County, CA",,10023,17.7,93.61
California,"San Mateo County, CA",2016,8960,11.72,60.3
California,"San Mateo County, CA",2017,8585,11.13,57.15
California,"San Mateo County, CA",2018,8330,,
California,"San Mateo County, CA",2019,8206,,
California,"San Mateo County, CA",,34081,22.19,114.05
California,"Santa Barbara County, CA",2016,5501,12.33,58.23
California,"Santa Barbara County, CA",2017,5531,12.34,58.15
California,"Santa Barbara County, CA",2018,5268,,
California,"Santa Barbara County, CA",2019,5537,,
California,"Santa Barbara County, CA",,21837,24.42,115.18
California,"Santa Clara County, CA",2016,23042,12,58.89
California,"Santa Clara County, CA",2017,22133,11.42,56.17
California,"Santa Clara County, CA",2018,21292,,
California,"Santa Clara County, CA",2019,21184,,
California,"Santa Clara County, CA",,87651,22.72,111.61
California,"Santa Cruz County, CA",2016,2799,10.19,48.8
California,"Santa Cruz County, CA",2017,2658,9.63,46.15
California,"Santa Cruz County, CA",2018,2449,,
California,"Santa Cruz County, CA",2019,2434,,
California,"Santa Cruz County, CA",,10340,18.78,89.95
California,"Shasta County, CA",2016,2048,11.4,66.5
California,"Shasta County, CA",2017,2008,11.16,64.91
California,"Shasta County, CA",2018,1966,,
California,"Shasta County, CA",2019,1903,,
California,"Shasta County, CA",,7925,22.04,128.38
California,"Solano County, CA",2016,5259,11.95,61.99
California,"Solano County, CA",2017,5131,11.52,59.88
California,"Solano County, CA",2018,5033,,
California,"Solano County, CA",2019,5065,,
California,"Solano County, CA",,20488,23.13,120.14
California,"Sonoma County, CA",2016,4962,9.86,53.98
California,"Sonoma County, CA",2017,4642,9.21,50.43
California,"Sonoma County, CA",2018,4526,,
California,"Sonoma County, CA",2019,4395,,
California,"Sonoma County, CA",,18525,18.39,100.7
California,"Stanislaus County, CA",2016,7862,14.52,71.51
California,"Stanislaus County, CA",2017,7441,13.58,66.97
California,"Stanislaus County, CA",2018,7364,,
California,"Stanislaus County, CA",2019,7402,,
California,"Stanislaus County, CA",,30069,27.6,136.02
California,"Tulare County, CA",2016,7146,15.52,75.26
California,"Tulare County, CA",2017,7130,15.35,74.47
California,"Tulare County, CA",2018,6905,,
California,"Tulare County, CA",2019,6714,,
California,"Tulare County, CA",,27895,30.16,146.27
California,"Ventura County, CA",2016,9592,11.29,58.53
California,"Ventura County, CA",2017,9318,10.91,56.52
California,"Ventura County, CA",2018,9065,,
California,"Ventura County, CA",2019,8736,,
California,"Ventura County, CA",,36711,21.54,111.67
California,"Yolo County, CA",2016,2423,11.23,45.17
California,"Yolo County, CA",2017,2272,10.37,41.28
California,"Yolo County, CA",2018,2135,,
California,"Yolo County, CA",2019,2057,,
California,"Yolo County, CA",,8887,20.43,81.77
California,"Unidentified Counties, CA",2016,10512,11.34,69.81
California,"Unidentified Counties, CA",2017,10254,10.97,67.42
California,"Unidentified Counties, CA",2018,9938,0.25,1.23
California,"Unidentified Counties, CA",2019,10147,0.26,1.26
California,"Unidentified Counties, CA",,40851,0.5,2.48
California,,,1861884,11.79,57.61
Colorado,"Adams County, CO",2016,6672,13.39,62.98
Colorado,"Adams County, CO",2017,6610,13.14,61.7
Colorado,"Adams County, CO",2018,6293,,
Colorado,"Adams County, CO",2019,6204,,
Colorado,"Adams County, CO",,25779,25.74,120.99
Colorado,"Arapahoe County, CO",2016,7910,12.42,60.07
Colorado,"Arapahoe County, CO",2017,7574,11.78,57
Colorado,"Arapahoe County, CO",2018,7401,,
Colorado,"Arapahoe County, CO",2019,7467,,
Colorado,"Arapahoe County, CO",,30352,23.71,114.73
Colorado,"Boulder County, CO",2016,2729,8.47,39.32
Colorado,"Boulder County, CO",2017,2627,8.15,38.01
Colorado,"Boulder County, CO",2018,2560,,
Colorado,"Boulder County, CO",2019,2509,,
Colorado,"Boulder County, CO",,10425,16.17,75.26
Colorado,"Denver County, CO",2016,10006,14.44,59.67
Colorado,"Denver County, CO",2017,9594,13.62,55.91
Colorado,"Denver County, CO",2018,9424,,
Colorado,"Denver County, CO",2019,9389,,
Colorado,"Denver County, CO",,38413,27.48,113.21
Colorado,"Douglas County, CO",2016,3488,10.61,55.66
Colorado,"Douglas County, CO",2017,3368,10.04,52.62
Colorado,"Douglas County, CO",2018,3395,,
Colorado,"Douglas County, CO",2019,3472,,
Colorado,"Douglas County, CO",,13723,20.67,108.33
Colorado,"El Paso County, CO",2016,9490,13.79,67.59
Colorado,"El Paso County, CO",2017,9493,13.58,66.44
Colorado,"El Paso County, CO",2018,9107,,
Colorado,"El Paso County, CO",2019,9037,,
Colorado,"El Paso County, CO",,37127,26.76,131.06
Colorado,"Jefferson County, CO",2016,6104,10.67,56.72
Colorado,"Jefferson County, CO",2017,5819,10.13,53.73
Colorado,"Jefferson County, CO",2018,5654,,
Colorado,"Jefferson County, CO",2019,5713,,
Colorado,"Jefferson County, CO",,23290,20.31,107.87
Colorado,"Larimer County, CO",2016,3375,9.93,46.11
Colorado,"Larimer County, CO",2017,3313,9.63,44.69
Colorado,"Larimer County, CO",2018,3219,,
Colorado,"Larimer County, CO",2019,3141,,
Colorado,"Larimer County, CO",,13048,19.08,88.56
Colorado,"Mesa County, CO",2016,1770,11.79,63.13
Colorado,"Mesa County, CO",2017,1624,10.71,57.5
Colorado,"Mesa County, CO",2018,1655,,
Colorado,"Mesa County, CO",2019,1580,,
Colorado,"Mesa County, CO",,6629,21.97,117.78
Colorado,"Pueblo County, CO",2016,1883,11.4,61.4
Colorado,"Pueblo County, CO",2017,1776,10.67,57.65
Colorado,"Pueblo County, CO",2018,1829,,
Colorado,"Pueblo County, CO",2019,1802,,
Colorado,"Pueblo County, CO",,7290,21.98,118.58
Colorado,"Weld County, CO",2016,4306,14.6,71.21
Colorado,"Weld County, CO",2017,4250,13.95,68.03
Colorado,"Weld County, CO",2018,4243,,
Colorado,"Weld County, CO",2019,4384,,
Colorado,"Weld County, CO",,17183,28.66,139.77
Colorado,"Unidentified Counties, CO",2016,8880,10.43,61.09
Colorado,"Unidentified Counties, CO",2017,8334,9.71,57.02
Colorado,"Unidentified Counties, CO",2018,8105,1.42,6.98
Colorado,"Unidentified Counties, CO",2019,8171,1.42,6.93
Colorado,"Unidentified Counties, CO",,33490,2.54,12.72
Colorado,,,256749,11.36,55.79
Connecticut,"Fairfield County, CT",2016,10064,10.66,56.85
Connecticut,"Fairfield County, CT",2017,9904,10.43,56.1
Connecticut,"Fairfield County, CT",2018,9726,,
Connecticut,"Fairfield County, CT",2019,9494,,
Connecticut,"Fairfield County, CT",,39188,20.69,110.84
Connecticut,"Hartford County, CT",2016,9442,10.58,55.56
Connecticut,"Hartford County, CT",2017,9204,10.28,54.13
Connecticut,"Hartford County, CT",2018,9239,,
Connecticut,"Hartford County, CT",2019,9021,,
Connecticut,"Hartford County, CT",,36906,20.64,108.55
Connecticut,"Litchfield County, CT",2016,1422,7.79,49.68
Connecticut,"Litchfield County, CT",2017,1402,7.7,49.23
Connecticut,"Litchfield County, CT",2018,1364,,
Connecticut,"Litchfield County, CT",2019,1380,,
Connecticut,"Litchfield County, CT",,5568,15.27,97.51
Connecticut,"Middlesex County, CT",2016,1277,7.82,45.6
Connecticut,"Middlesex County, CT",2017,1255,7.68,44.82
Connecticut,"Middlesex County, CT",2018,1244,,
Connecticut,"Middlesex County, CT",2019,1288,,
Connecticut,"Middlesex County, CT",,5064,15.5,90.41
Connecticut,"New Haven County, CT",2016,8886,10.37,52.71
Connecticut,"New Haven County, CT",2017,8641,10.04,51.33
Connecticut,"New Haven County, CT",2018,8519,,
Connecticut,"New Haven County, CT",2019,8391,,
Connecticut,"New Haven County, CT",,34437,20.05,102.21
Connecticut,"New London County, CT",2016,2647,9.81,54.79
Connecticut,"New London County, CT",2017,2603,9.68,54.32
Connecticut,"New London County, CT",2018,2457,,
Connecticut,"New London County, CT",2019,2482,,
Connecticut,"New London County, CT",,10189,18.91,105.88
Connecticut,"Tolland County, CT",2016,1175,7.78,36.91
Connecticut,"Tolland County, CT",2017,1139,7.52,35.73
Connecticut,"Tolland County, CT",2018,1114,,
Connecticut,"Tolland County, CT",2019,1177,,
Connecticut,"Tolland County, CT",,4605,15.22,72.28
Connecticut,"Windham County, CT",2016,1102,9.48,50.25
Connecticut,"Windham County, CT",2017,1073,9.22,49.41
Connecticut,"Windham County, CT",2018,1062,,
Connecticut,"Windham County, CT",2019,1025,,
Connecticut,"Windham County, CT",,4262,18.33,97.65
Connecticut,,,140219,9.8,52.17
Delaware,"Kent County, DE",2016,2190,12.53,62.82
Delaware,"Kent County, DE",2017,2121,11.99,60.59
Delaware,"Kent County, DE",2018,2145,,
Delaware,"Kent County, DE",2019,2064,,
Delaware,"Kent County, DE",,8520,24.23,121.94
Delaware,"New Castle County, DE",2016,6501,11.67,57.89
Delaware,"New Castle County, DE",2017,6431,11.49,57.25
Delaware,"New Castle County, DE",2018,6179,,
Delaware,"New Castle County, DE",2019,6153,,
Delaware,"New Castle County, DE",,25264,22.62,112.47
Delaware,"Sussex County, DE",2016,2301,10.45,70.69
Delaware,"Sussex County, DE",2017,2303,10.22,69.78
Delaware,"Sussex County, DE",2018,2297,,
Delaware,"Sussex County, DE",2019,2345,,
Delaware,"Sussex County, DE",,9246,20.75,141.04
Delaware,,,43030,11.16,59.78
District of Columbia,"District of Columbia, DC",2016,9858,14.47,53.75
District of Columbia,"District of Columbia, DC",2017,9560,13.78,51.27
District of Columbia,"District of Columbia, DC",2018,9212,,
District of Columbia,"District of Columbia, DC",2019,9079,,
District of Columbia,"District of Columbia, DC",,37709,27.42,101.95
District of Columbia,,,37709,13.55,50.33
Florida,"Alachua County, FL",2016,2862,10.86,42.65
Florida,"Alachua County, FL",2017,2824,10.58,41.42
Florida,"Alachua County, FL",2018,2733,,
Florida,"Alachua County, FL",2019,2701,,
Florida,"Alachua County, FL",,11120,20.96,82.2
Florida,"Bay County, FL",2016,2343,12.74,69.31
Florida,"Bay County, FL",2017,2315,12.61,68.98
Florida,"Bay County, FL",2018,2187,,
Florida,"Bay County, FL",2019,1990,,
Florida,"Bay County, FL",,8835,24.04,131.15
Florida,"Brevard County, FL",2016,5273,9.11,57.77
Florida,"Brevard County, FL",2017,5201,8.83,55.69
Florida,"Brevard County, FL",2018,5309,,
Florida,"Brevard County, FL",2019,5185,,
Florida,"Brevard County, FL",,20968,17.95,113.54
Florida,"Broward County, FL",2016,22563,11.82,60.79
Florida,"Broward County, FL",2017,22322,11.53,59.65
Florida,"Broward County, FL",2018,21928,,
Florida,"Broward County, FL",2019,21725,,
Florida,"Broward County, FL",,88538,23.02,118.78
Florida,"Charlotte County, FL",2016,1037,5.81,53.15
Florida,"Charlotte County, FL",2017,1060,5.82,53.41
Florida,"Charlotte County, FL",2018,1040,,
Florida,"Charlotte County, FL",2019,951,,
Florida,"Charlotte County, FL",,4088,11.34,103.87
Florida,"Citrus County, FL",2016,1064,7.41,62.33
Florida,"Citrus County, FL",2017,1108,7.61,64.28
Florida,"Citrus County, FL",2018,1025,,
Florida,"Citrus County, FL",2019,1028,,
Florida,"Citrus County, FL",,4225,14.61,123.15
Florida,"Clay County, FL",2016,2209,10.6,55.62
Florida,"Clay County, FL",2017,2197,10.35,54.52
Florida,"Clay County, FL",2018,2182,,
Florida,"Clay County, FL",2019,2235,,
Florida,"Clay County, FL",,8823,20.98,110.27
Florida,"Collier County, FL",2016,3322,9.1,64.06
Florida,"Collier County, FL",2017,3182,8.53,60.78
Florida,"Collier County, FL",2018,3199,,
Florida,"Collier County, FL",2019,3117,,
Florida,"Collier County, FL",,12820,17.37,123.02
Florida,"Duval County, FL",2016,13292,14.35,68.51
Florida,"Duval County, FL",2017,13182,14.05,67.19
Florida,"Duval County, FL",2018,12973,,
Florida,"Duval County, FL",2019,13034,,
Florida,"Duval County, FL",,52481,28.15,134.5
Florida,"Escambia County, FL",2016,3967,12.59,65.29
Florida,"Escambia County, FL",2017,3954,12.61,65.12
Florida,"Escambia County, FL",2018,3733,,
Florida,"Escambia County, FL",2019,3871,,
Florida,"Escambia County, FL",,15525,24.69,127.8
Florida,"Hernando County, FL",2016,1585,8.67,57.09
Florida,"Hernando County, FL",2017,1552,8.32,54.27
Florida,"Hernando County, FL",2018,1617,,
Florida,"Hernando County, FL",2019,1565,,
Florida,"Hernando County, FL",,6319,17.11,112.12
Florida,"Hillsborough County, FL",2016,17325,12.59,59.72
Florida,"Hillsborough County, FL",2017,17416,12.36,58.89
Florida,"Hillsborough County, FL",2018,17126,,
Florida,"Hillsborough County, FL",2019,17174,,
Florida,"Hillsborough County, FL",,69041,24.79,117.85
Florida,"Indian River County, FL",2016,1245,8.21,60.04
Florida,"Indian River County, FL",2017,1277,8.27,60.95
Florida,"Indian River County, FL",2018,1294,,
Florida,"Indian River County, FL",2019,1260,,
Florida,"Indian River County, FL",,5076,16.59,121.76
Florida,"Lake County, FL",2016,3269,9.75,61.2
Florida,"Lake County, FL",2017,3265,9.44,59.08
Florida,"Lake County, FL",2018,3368,,
Florida,"Lake County, FL",2019,3429,,
Florida,"Lake County, FL",,13331,19.56,122.66
Florida,"Lee County, FL",2016,6750,9.34,59.79
Florida,"Lee County, FL",2017,6681,9.04,58.29
Florida,"Lee County, FL",2018,6793,,
Florida,"Lee County, FL",2019,6928,,
Florida,"Lee County, FL",,27152,18.58,119.34
