state,year,race,births
New Mexico,2017,White,19371
New Mexico,2017,More than one race,459
New Mexico,2018,American Indian or Alaska Native,2834
New Mexico,2018,Asian,433
New Mexico,2018,Black or African American,528
New Mexico,2018,Native Hawaiian or Other Pacific Islander,21
New Mexico,2018,White,18737
New Mexico,2018,More than one race,486
New Mexico,2019,American Indian or Alaska Native,2881
New Mexico,2019,Asian,421
New Mexico,2019,Black or African American,502
New Mexico,2019,Native Hawaiian or Other Pacific Islander,19
New Mexico,2019,White,18597
New Mexico,2019,More than one race,540
New York,2016,American Indian or Alaska Native,588
New York,2016,Asian,29651
New York,2016,Black or African American,43757
New York,2016,Native Hawaiian or Other Pacific Islander,109
New York,2016,White,155451
New York,2016,More than one race,4727
New York,2017,American Indian or Alaska Native,550
New York,2017,Asian,28284
New York,2017,Black or African American,42812
New York,2017,Native Hawaiian or Other Pacific Islander,115
New York,2017,White,153329
New York,2017,More than one race,4647
New York,2018,American Indian or Alaska Native,718
New York,2018,Asian,24993
New York,2018,Black or African American,41495
New York,2018,Native Hawaiian or Other Pacific Islander,138
New York,2018,White,154234
New York,2018,More than one race,4660
New York,2019,American Indian or Alaska Native,756
New York,2019,Asian,24883
New York,2019,Black or African American,41197
New York,2019,Native Hawaiian or Other Pacific Islander,153
New York,2019,White,149440
New York,2019,More than one race,5110
North Carolina,2016,American Indian or Alaska Native,1759
North Carolina,2016,Asian,5647
North Carolina,2016,Black or African American,31773
North Carolina,2016,Native Hawaiian or Other Pacific Islander,259
North Carolina,2016,White,78467
North Carolina,2016,More than one race,2874
North Carolina,2017,American Indian or Alaska Native,1758
North Carolina,2017,Asian,5745
North Carolina,2017,Black or African American,32351
North Carolina,2017,Native Hawaiian or Other Pacific Islander,297
North Carolina,2017,White,76900
North Carolina,2017,More than one race,3074
North Carolina,2018,American Indian or Alaska Native,1792
North Carolina,2018,Asian,5089
North Carolina,2018,Black or African American,30746
North Carolina,2018,Native Hawaiian or Other Pacific Islander,500
North Carolina,2018,White,77635
North Carolina,2018,More than one race,3192
North Carolina,2019,American Indian or Alaska Native,1728
North Carolina,2019,Asian,5219
North Carolina,2019,Black or African American,30964
North Carolina,2019,Native Hawaiian or Other Pacific Islander,512
North Carolina,2019,White,76847
North Carolina,2019,More than one race,3455
North Dakota,2016,American Indian or Alaska Native,947
North Dakota,2016,Asian,329
North Dakota,2016,Black or African American,690
North Dakota,2016,Native Hawaiian or Other Pacific Islander,32
North Dakota,2016,White,9048
North Dakota,2016,More than one race,337
North Dakota,2017,American Indian or Alaska Native,884
North Dakota,2017,Asian,309
North Dakota,2017,Black or African American,688
North Dakota,2017,Native Hawaiian or Other Pacific Islander,42
North Dakota,2017,White,8458
North Dakota,2017,More than one race,356
North Dakota,2018,American Indian or Alaska Native,890
North Dakota,2018,Asian,260
North Dakota,2018,Black or African American,692
North Dakota,2018,Native Hawaiian or Other Pacific Islander,53
North Dakota,2018,White,8386
North Dakota,2018,More than one race,355
North Dakota,2019,American Indian or Alaska Native,852
North Dakota,2019,Asian,260
North Dakota,2019,Black or African American,733
North Dakota,2019,Native Hawaiian or Other Pacific Islander,48
North Dakota,2019,White,8207
North Dakota,2019,More than one race,354
Ohio,2016,American Indian or Alaska Native,166
Ohio,2016,Asian,4500
Ohio,2016,Black or African American,23520
Ohio,2016,Native Hawaiian or Other Pacific Islander,80
Ohio,2016,White,106381
Ohio,2016,More than one race,3438
Ohio,2017,American Indian or Alaska Native,153
Ohio,2017,Asian,4552
Ohio,2017,Black or African American,23468
Ohio,2017,Native Hawaiian or Other Pacific Islander,84
Ohio,2017,White,104917
Ohio,2017,More than one race,3658
Ohio,2018,American Indian or Alaska Native,156
Ohio,2018,Asian,4420
Ohio,2018,Black or African American,23086
Ohio,2018,Native Hawaiian or Other Pacific Islander,104
Ohio,2018,White,103675
Ohio,2018,More than one race,3693
Ohio,2019,American Indian or Alaska Native,191
Ohio,2019,Asian,4480
Ohio,2019,Black or African American,23460
Ohio,2019,Native Hawaiian or Other Pacific Islander,140
Ohio,2019,White,102148
Ohio,2019,More than one race,4042
Oklahoma,2016,American Indian or Alaska Native,5346
Oklahoma,2016,Asian,1488
Oklahoma,2016,Black or African American,4780
Oklahoma,2016,Native Hawaiian or Other Pacific Islander,233
Oklahoma,2016,White,37028
Oklahoma,2016,More than one race,3717
Oklahoma,2017,American Indian or Alaska Native,5092
Oklahoma,2017,Asian,1441
Oklahoma,2017,Black or African American,4537
Oklahoma,2017,Native Hawaiian or Other Pacific Islander,250
Oklahoma,2017,White,35258
Oklahoma,2017,More than one race,3636
Oklahoma,2018,American Indian or Alaska Native,4926
Oklahoma,2018,Asian,1365
Oklahoma,2018,Black or African American,4501
Oklahoma,2018,Native Hawaiian or Other Pacific Islander,223
Oklahoma,2018,White,35101
Oklahoma,2018,More than one race,3684
Oklahoma,2019,American Indian or Alaska Native,5054
Oklahoma,2019,Asian,1318
Oklahoma,2019,Black or African American,4478
Oklahoma,2019,Native Hawaiian or Other Pacific Islander,250
Oklahoma,2019,White,34190
Oklahoma,2019,More than one race,3853
Oregon,2016,American Indian or Alaska Native,584
Oregon,2016,Asian,2494
Oregon,2016,Black or African American,1063
Oregon,2016,Native Hawaiian or Other Pacific Islander,364
Oregon,2016,White,39074
Oregon,2016,More than one race,1956
Oregon,2017,American Indian or Alaska Native,600
Oregon,2017,Asian,2519
Oregon,2017,Black or African American,1143
Oregon,2017,Native Hawaiian or Other Pacific Islander,335
Oregon,2017,White,37084
Oregon,2017,More than one race,1950
Oregon,2018,American Indian or Alaska Native,571
Oregon,2018,Asian,2344
Oregon,2018,Black or African American,1093
Oregon,2018,Native Hawaiian or Other Pacific Islander,344
Oregon,2018,White,35930
Oregon,2018,More than one race,1906
Oregon,2019,American Indian or Alaska Native,609
Oregon,2019,Asian,2462
Oregon,2019,Black or African American,1120
Oregon,2019,Native Hawaiian or Other Pacific Islander,375
Oregon,2019,White,35415
Oregon,2019,More than one race,1877
Pennsylvania,2016,American Indian or Alaska Native,208
Pennsylvania,2016,Asian,7151
Pennsylvania,2016,Black or African American,21571
Pennsylvania,2016,Native Hawaiian or Other Pacific Islander,158
Pennsylvania,2016,White,106685
Pennsylvania,2016,More than one race,3636
Pennsylvania,2017,American Indian or Alaska Native,212
Pennsylvania,2017,Asian,7092
Pennsylvania,2017,Black or African American,21805
Pennsylvania,2017,Native Hawaiian or Other Pacific Islander,176
Pennsylvania,2017,White,104695
Pennsylvania,2017,More than one race,3765
Pennsylvania,2018,American Indian or Alaska Native,322
Pennsylvania,2018,Asian,6644
Pennsylvania,2018,Black or African American,21865
Pennsylvania,2018,Native Hawaiian or Other Pacific Islander,296
Pennsylvania,2018,White,102857
Pennsylvania,2018,More than one race,3689
Pennsylvania,2019,American Indian or Alaska Native,326
Pennsylvania,2019,Asian,6619
Pennsylvania,2019,Black or African American,22040
Pennsylvania,2019,Native Hawaiian or Other Pacific Islander,261
Pennsylvania,2019,White,101211
Pennsylvania,2019,More than one race,3773
Rhode Island,2016,American Indian or Alaska Native,96
Rhode Island,2016,Asian,688
Rhode Island,2016,Black or African American,1195
Rhode Island,2016,Native Hawaiian or Other Pacific Islander,10
Rhode Island,2016,White,8466
Rhode Island,2016,More than one race,343
Rhode Island,2017,American Indian or Alaska Native,94
Rhode Island,2017,Asian,660
Rhode Island,2017,Black or African American,1165
Rhode Island,2017,Native Hawaiian or Other Pacific Islander,18
Rhode Island,2017,White,8364
Rhode Island,2017,More than one race,337
Rhode Island,2018,American Indian or Alaska Native,95
Rhode Island,2018,Asian,572
Rhode Island,2018,Black or African American,1356
Rhode Island,2018,Native Hawaiian or Other Pacific Islander,40
Rhode Island,2018,White,8066
Rhode Island,2018,More than one race,377
Rhode Island,2019,American Indian or Alaska Native,113
Rhode Island,2019,Asian,565
Rhode Island,2019,Black or African American,1386
Rhode Island,2019,Native Hawaiian or Other Pacific Islander,47
Rhode Island,2019,White,7727
Rhode Island,2019,More than one race,337
South Carolina,2016,American Indian or Alaska Native,188
South Carolina,2016,Asian,1239
South Carolina,2016,Black or African American,17759
South Carolina,2016,Native Hawaiian or Other Pacific Islander,68
South Carolina,2016,White,36759
South Carolina,2016,More than one race,1329
South Carolina,2017,American Indian or Alaska Native,174
South Carolina,2017,Asian,1220
South Carolina,2017,Black or African American,18155
South Carolina,2017,Native Hawaiian or Other Pacific Islander,67
South Carolina,2017,White,36081
South Carolina,2017,More than one race,1332
South Carolina,2018,American Indian or Alaska Native,154
South Carolina,2018,Asian,1251
South Carolina,2018,Black or African American,17452
South Carolina,2018,Native Hawaiian or Other Pacific Islander,73
South Carolina,2018,White,36258
South Carolina,2018,More than one race,1481
South Carolina,2019,American Indian or Alaska Native,181
South Carolina,2019,Asian,1244
South Carolina,2019,Black or African American,17670
South Carolina,2019,Native Hawaiian or Other Pacific Islander,82
South Carolina,2019,White,36397
South Carolina,2019,More than one race,1464
South Dakota,2016,American Indian or Alaska Native,1867
South Dakota,2016,Asian,274
South Dakota,2016,Black or African American,376
South Dakota,2016,Native Hawaiian or Other Pacific Islander,13
South Dakota,2016,White,9344
South Dakota,2016,More than one race,401
South Dakota,2017,American Indian or Alaska Native,1880
South Dakota,2017,Asian,255
South Dakota,2017,Black or African American,416
South Dakota,2017,Native Hawaiian or Other Pacific Islander,12
South Dakota,2017,White,9126
South Dakota,2017,More than one race,445
South Dakota,2018,American Indian or Alaska Native,1746
South Dakota,2018,Asian,229
South Dakota,2018,Black or African American,427
South Dakota,2018,Native Hawaiian or Other Pacific Islander,20
South Dakota,2018,White,8996
South Dakota,2018,More than one race,475
South Dakota,2019,American Indian or Alaska Native,1703
South Dakota,2019,Asian,211
South Dakota,2019,Black or African American,433
South Dakota,2019,Native Hawaiian or Other Pacific Islander,16
South Dakota,2019,White,8653
South Dakota,2019,More than one race,433
Tennessee,2016,American Indian or Alaska Native,123
Tennessee,2016,Asian,2081
Tennessee,2016,Black or African American,17400
Tennessee,2016,Native Hawaiian or Other Pacific Islander,125
Tennessee,2016,White,59722
Tennessee,2016,More than one race,1356
Tennessee,2017,American Indian or Alaska Native,137
Tennessee,2017,Asian,2078
Tennessee,2017,Black or African American,17537
Tennessee,2017,Native Hawaiian or Other Pacific Islander,111
Tennessee,2017,White,59663
Tennessee,2017,More than one race,1490
Tennessee,2018,American Indian or Alaska Native,231
Tennessee,2018,Asian,1991
Tennessee,2018,Black or African American,16724
Tennessee,2018,Native Hawaiian or Other Pacific Islander,143
Tennessee,2018,White,60073
Tennessee,2018,More than one race,1589
Tennessee,2019,American Indian or Alaska Native,247
Tennessee,2019,Asian,2042
Tennessee,2019,Black or African American,16861
Tennessee,2019,Native Hawaiian or Other Pacific Islander,138
Tennessee,2019,White,59558
Tennessee,2019,More than one race,1604
Texas,2016,American Indian or Alaska Native,1173
Texas,2016,Asian,22647
Texas,2016,Black or African American,55001
Texas,2016,Native Hawaiian or Other Pacific Islander,621
Texas,2016,White,313694
Texas,2016,More than one race,4911
Texas,2017,American Indian or Alaska Native,1010
Texas,2017,Asian,22323
Texas,2017,Black or African American,54754
Texas,2017,Native Hawaiian or Other Pacific Islander,666
Texas,2017,White,298596
Texas,2017,More than one race,4701
Texas,2018,American Indian or Alaska Native,1118
Texas,2018,Asian,20433
Texas,2018,Black or African American,51556
Texas,2018,Native Hawaiian or Other Pacific Islander,625
Texas,2018,White,299958
Texas,2018,More than one race,4934
Texas,2019,American Indian or Alaska Native,1096
Texas,2019,Asian,20454
Texas,2019,Black or African American,50691
Texas,2019,Native Hawaiian or Other Pacific Islander,779
Texas,2019,White,299568
Texas,2019,More than one race,5011
Utah,2016,American Indian or Alaska Native,557
Utah,2016,Asian,1330
Utah,2016,Black or African American,662
Utah,2016,Native Hawaiian or Other Pacific Islander,469
Utah,2016,White,46335
Utah,2016,More than one race,1111
Utah,2017,American Indian or Alaska Native,535
Utah,2017,Asian,1316
Utah,2017,Black or African American,677
Utah,2017,Native Hawaiian or Other Pacific Islander,524
Utah,2017,White,44305
Utah,2017,More than one race,1228
Utah,2018,American Indian or Alaska Native,526
Utah,2018,Asian,1224
Utah,2018,Black or African American,647
Utah,2018,Native Hawaiian or Other Pacific Islander,511
Utah,2018,White,42994
Utah,2018,More than one race,1307
Utah,2019,American Indian or Alaska Native,474
Utah,2019,Asian,1229
Utah,2019,Black or African American,759
Utah,2019,Native Hawaiian or Other Pacific Islander,533
Utah,2019,White,42552
Utah,2019,More than one race,1279
Vermont,2016,American Indian or Alaska Native,13
Vermont,2016,Asian,171
Vermont,2016,Black or African American,93
Vermont,2016,White,5404
Vermont,2016,More than one race,73
Vermont,2017,American Indian or Alaska Native,17
Vermont,2017,Asian,169
Vermont,2017,Black or African American,127
Vermont,2017,White,5274
Vermont,2017,More than one race,65
Vermont,2018,American Indian or Alaska Native,14
Vermont,2018,Asian,156
Vermont,2018,Black or African American,126
Vermont,2018,White,5072
Vermont,2018,More than one race,63
Vermont,2019,American Indian or Alaska Native,11
Vermont,2019,Asian,126
Vermont,2019,Black or African American,143
Vermont,2019,White,5000
Vermont,2019,More than one race,80
Virginia,2016,American Indian or Alaska Native,194
Virginia,2016,Asian,9002
Virginia,2016,Black or African American,22790
Virginia,2016,Native Hawaiian or Other Pacific Islander,204
Virginia,2016,White,68701
Virginia,2016,More than one race,1569
Virginia,2017,American Indian or Alaska Native,195
Virginia,2017,Asian,8695
Virginia,2017,Black or African American,23055
Virginia,2017,Native Hawaiian or Other Pacific Islander,227
Virginia,2017,White,66479
Virginia,2017,More than one race,1740
Virginia,2018,American Indian or Alaska Native,236
Virginia,2018,Asian,8060
Virginia,2018,Black or African American,22312
Virginia,2018,Native Hawaiian or Other Pacific Islander,288
Virginia,2018,White,67014
Virginia,2018,More than one race,1933
Virginia,2019,American Indian or Alaska Native,215
Virginia,2019,Asian,7914
Virginia,2019,Black or African American,21765
Virginia,2019,Native Hawaiian or Other Pacific Islander,404
Virginia,2019,White,65245
Virginia,2019,More than one race,1886
Washington,2016,American Indian or Alaska Native,1870
Washington,2016,Asian,9889
Washington,2016,Black or African American,4784
Washington,2016,Native Hawaiian or Other Pacific Islander,1370
Washington,2016,White,68579
Washington,2016,More than one race,4013
Washington,2017,American Indian or Alaska Native,1660
Washington,2017,Asian,9869
Washington,2017,Black or African American,4980
Washington,2017,Native Hawaiian or Other Pacific Islander,1395
Washington,2017,White,65615
Washington,2017,More than one race,4043
Washington,2018,American Indian or Alaska Native,1775
Washington,2018,Asian,9351
Washington,2018,Black or African American,4888
Washington,2018,Native Hawaiian or Other Pacific Islander,1358
Washington,2018,White,64527
Washington,2018,More than one race,4186
Washington,2019,American Indian or Alaska Native,1703
Washington,2019,Asian,9669
Washington,2019,Black or African American,4938
Washington,2019,Native Hawaiian or Other Pacific Islander,1447
Washington,2019,White,62985
Washington,2019,More than one race,4153
West Virginia,2016,American Indian or Alaska Native,22
West Virginia,2016,Asian,190
West Virginia,2016,Black or African American,628
West Virginia,2016,White,17906
West Virginia,2016,More than one race,326
West Virginia,2017,American Indian or Alaska Native,20
West Virginia,2017,Asian,216
West Virginia,2017,Black or African American,661
West Virginia,2017,Native Hawaiian or Other Pacific Islander,14
West Virginia,2017,White,17378
West Virginia,2017,More than one race,386
West Virginia,2018,American Indian or Alaska Native,19
West Virginia,2018,Asian,179
West Virginia,2018,Black or African American,664
West Virginia,2018,White,17024
West Virginia,2018,More than one race,355
West Virginia,2019,American Indian or Alaska Native,18
West Virginia,2019,Asian,174
West Virginia,2019,Black or African American,652
West Virginia,2019,White,16844
West Virginia,2019,More than one race,440
Wisconsin,2016,American Indian or Alaska Native,821
Wisconsin,2016,Asian,3324
Wisconsin,2016,Black or African American,6848
Wisconsin,2016,Native Hawaiian or Other Pacific Islander,30
Wisconsin,2016,White,54116
Wisconsin,2016,More than one race,1476
Wisconsin,2017,American Indian or Alaska Native,845
Wisconsin,2017,Asian,3114
Wisconsin,2017,Black or African American,7148
Wisconsin,2017,Native Hawaiian or Other Pacific Islander,35
Wisconsin,2017,White,52316
Wisconsin,2017,More than one race,1517
Wisconsin,2018,American Indian or Alaska Native,823
Wisconsin,2018,Asian,3218
Wisconsin,2018,Black or African American,6867
Wisconsin,2018,Native Hawaiian or Other Pacific Islander,35
Wisconsin,2018,White,51636
Wisconsin,2018,More than one race,1519
Wisconsin,2019,American Indian or Alaska Native,751
Wisconsin,2019,Asian,2994
Wisconsin,2019,Black or African American,7092
Wisconsin,2019,Native Hawaiian or Other Pacific Islander,37
Wisconsin,2019,White,50860
Wisconsin,2019,More than one race,1536
Wyoming,2016,American Indian or Alaska Native,245
Wyoming,2016,Asian,112
Wyoming,2016,Black or African American,93
Wyoming,2016,White,6769
Wyoming,2016,More than one race,160
Wyoming,2017,American Indian or Alaska Native,249
Wyoming,2017,Asian,97
Wyoming,2017,Black or African American,71
Wyoming,2017,White,6306
Wyoming,2017,More than one race,171
Wyoming,2018,American Indian or Alaska Native,247
Wyoming,2018,Asian,82
Wyoming,2018,Black or African American,75
Wyoming,2018,Native Hawaiian or Other Pacific Islander,16
Wyoming,2018,White,5973
Wyoming,2018,More than one race,169
Wyoming,2019,American Indian or Alaska Native,222
Wyoming,2019,Asian,86
Wyoming,2019,Black or African American,79
Wyoming,2019,Native Hawaiian or Other Pacific Islander,12
Wyoming,2019,White,6013
Wyoming,2019,More than one race,153
